~ElapsedTime,"Traffic Item 1:Tx Frames","Traffic Item 1:Rx Frames","Traffic Item 1:Frames Delta","Traffic Item 1:Loss %","Traffic Item 1:Tx Frame Rate","Traffic Item 1:Rx Frame Rate","Traffic Item 1:Tx L1 Rate (bps)","Traffic Item 1:Rx L1 Rate (bps)","Traffic Item 1:Rx Bytes","Traffic Item 1:Tx Rate (Bps)","Traffic Item 1:Rx Rate (Bps)","Traffic Item 1:Tx Rate (bps)","Traffic Item 1:Rx Rate (bps)","Traffic Item 1:Tx Rate (Kbps)","Traffic Item 1:Rx Rate (Kbps)","Traffic Item 1:Tx Rate (Mbps)","Traffic Item 1:Rx Rate (Mbps)","Traffic Item 1:Store-Forward Avg Latency (ns)","Traffic Item 1:Store-Forward Min Latency (ns)","Traffic Item 1:Store-Forward Max Latency (ns)","Traffic Item 1:First TimeStamp","Traffic Item 1:Last TimeStamp","Traffic Item 1:Dead Flow","Traffic Item 1:Formatted Timestamp"
594,5040966952,1225231854,3815735098,75.695,9134616.000,2676430.500,38000002560.000,11133950880.000,612615927000,4567308000.000,1338215250.000,36538464000.000,10705722000.000,36538464.000,10705722.000,36538.464,10705.722,8886745,214722,458706690,467295842,552320290220,0,"9:54"
596,5059236184,1230603365,3828632819,75.676,9134616.000,2685755.500,38000002560.000,11172742880.000,615301682500,4567308000.000,1342877750.000,36538464000.000,10743022000.000,36538464.000,10743022.000,36538.464,10743.022,8879981,214722,458706690,467295842,554320289567,0,"9:56"
598,5077505416,1236019221,3841486195,75.657,9134616.000,2707928.000,38000002560.000,11264980480.000,618009610500,4567308000.000,1353964000.000,36538464000.000,10831712000.000,36538464.000,10831712.000,36538.464,10831.712,8872965,214722,458706690,467295842,556320288575,0,"9:58"
600,5095774644,1241435249,3854339395,75.638,9134614.000,2708014.000,37999994240.000,11265338240.000,620717624500,4567307000.000,1354007000.000,36538456000.000,10832056000.000,36538456.000,10832056.000,36538.456,10832.056,8866006,214722,458706690,467295842,558320290080,0,"10:00"
602,5114043876,1246854294,3867189582,75.619,9134616.000,2709522.500,38000002560.000,11271613600.000,623427147000,4567308000.000,1354761250.000,36538464000.000,10838090000.000,36538464.000,10838090.000,36538.464,10838.090,8859086,214722,458706690,467295842,560320290155,0,"10:02"
604,5132313108,1252275053,3880038055,75.600,9134616.000,2710379.500,38000002560.000,11275178720.000,626137526500,4567308000.000,1355189750.000,36538464000.000,10841518000.000,36538464.000,10841518.000,36538.464,10841.518,8852212,214722,458706690,467295842,562320283180,0,"10:04"
606,5150582340,1257584946,3892997394,75.584,9134616.000,2654946.500,38000002560.000,11044577440.000,628792473000,4567308000.000,1327473250.000,36538464000.000,10619786000.000,36538464.000,10619786.000,36538.464,10619.786,8846181,214722,458706690,467295842,564320290350,0,"10:06"
608,5168851572,1263136221,3905715351,75.563,9134616.000,2775637.500,38000002560.000,11546652000.000,631568110500,4567308000.000,1387818750.000,36538464000.000,11102550000.000,36538464.000,11102550.000,36538.464,11102.550,8838510,214722,458706690,467295842,566320290460,0,"10:08"
610,5187120800,1268515611,3918605189,75.545,9134614.000,2689695.000,37999994240.000,11189131200.000,634257805500,4567307000.000,1344847500.000,36538456000.000,10758780000.000,36538456.000,10758780.000,36538.456,10758.780,8832101,214722,458706690,467295842,568320290250,0,"10:10"
612,5205390032,1273914309,3931475723,75.527,9134616.000,2699349.000,38000002560.000,11229291840.000,636957154500,4567308000.000,1349674500.000,36538464000.000,10797396000.000,36538464.000,10797396.000,36538.464,10797.396,8825616,214722,458706690,467295842,570320290290,0,"10:12"
614,5223659264,1279330776,3944328488,75.509,9134616.000,2708233.500,38000002560.000,11266251360.000,639665388000,4567308000.000,1354116750.000,36538464000.000,10832934000.000,36538464.000,10832934.000,36538.464,10832.934,8819139,214722,458706690,467295842,572320290000,0,"10:14"
616,5241928496,1284779047,3957149449,75.490,9134616.000,2724135.500,38000002560.000,11332403680.000,642389523500,4567308000.000,1362067750.000,36538464000.000,10896542000.000,36538464.000,10896542.000,36538.464,10896.542,8812417,214722,458706690,467295842,574320290255,0,"10:16"
618,5260197728,1290277029,3969920699,75.471,9134616.000,2748991.000,38000002560.000,11435802560.000,645138514500,4567308000.000,1374495500.000,36538464000.000,10995964000.000,36538464.000,10995964.000,36538.464,10995.964,8805418,214722,458706690,467295842,576320289717,0,"10:18"
620,5278466956,1295709491,3982757465,75.453,9134614.000,2716231.000,37999994240.000,11299520960.000,647854745500,4567307000.000,1358115500.000,36538456000.000,10864924000.000,36538456.000,10864924.000,36538.456,10864.924,8798922,214722,458706690,467295842,578320290512,0,"10:20"
622,5296736188,1300999568,3995736620,75.438,9134616.000,2645038.500,38000002560.000,11003360160.000,650499784000,4567308000.000,1322519250.000,36538464000.000,10580154000.000,36538464.000,10580154.000,36538.464,10580.154,8793438,214722,458706690,467295842,580320290177,0,"10:22"
624,5315005420,1306350033,4008655387,75.421,9134616.000,2675232.500,38000002560.000,11128967200.000,653175016500,4567308000.000,1337616250.000,36538464000.000,10700930000.000,36538464.000,10700930.000,36538.464,10700.930,8787597,214722,458706690,467295842,582320290555,0,"10:24"
626,5333274652,1311770798,4021503854,75.404,9134616.000,2710382.500,38000002560.000,11275191200.000,655885399000,4567308000.000,1355191250.000,36538464000.000,10841530000.000,36538464.000,10841530.000,36538.464,10841.530,8781335,214722,458706690,467295842,584320290347,0,"10:26"
628,5351543884,1317220858,4034323026,75.386,9134616.000,2725030.000,38000002560.000,11336124800.000,658610429000,4567308000.000,1362515000.000,36538464000.000,10900120000.000,36538464.000,10900120.000,36538.464,10900.120,8774927,214722,458706690,467295842,586320290517,0,"10:28"
630,5369813112,1322717141,4047095971,75.368,9134614.000,2748141.500,37999994240.000,11432268640.000,661358570500,4567307000.000,1374070750.000,36538456000.000,10992566000.000,36538456.000,10992566.000,36538.456,10992.566,8768265,214722,458706690,467295842,588320290002,0,"10:30"
632,5388082344,1328162970,4059919374,75.350,9134616.000,2722914.500,38000002560.000,11327324320.000,664081485000,4567308000.000,1361457250.000,36538464000.000,10891658000.000,36538464.000,10891658.000,36538.464,10891.658,8761991,214722,458706690,467295842,590320290467,0,"10:32"
634,5406351576,1333591494,4072760082,75.333,9134616.000,2714262.000,38000002560.000,11291329920.000,666795747000,4567308000.000,1357131000.000,36538464000.000,10857048000.000,36538464.000,10857048.000,36538.464,10857.048,8755879,214722,458706690,467295842,592320283935,0,"10:34"
636,5424620808,1338984139,4085636669,75.317,9134616.000,2696322.500,38000002560.000,11216701600.000,669492069500,4567308000.000,1348161250.000,36538464000.000,10785290000.000,36538464.000,10785290.000,36538.464,10785.290,8750055,214722,458706690,467295842,594320290555,0,"10:36"
638,5442890040,1344287599,4098602441,75.302,9134616.000,2651730.000,38000002560.000,11031196800.000,672143799500,4567308000.000,1325865000.000,36538464000.000,10606920000.000,36538464.000,10606920.000,36538.464,10606.920,8744862,214722,458706690,467295842,596320289787,0,"10:38"
640,5461159268,1349671644,4111487624,75.286,9134614.000,2692022.500,37999994240.000,11198813600.000,674835822000,4567307000.000,1346011250.000,36538456000.000,10768090000.000,36538456.000,10768090.000,36538.456,10768.090,8739274,214722,458706690,467295842,598320290432,0,"10:40"
642,5479428500,1354977126,4124451374,75.272,9134616.000,2652741.000,38000002560.000,11035402560.000,677488563000,4567308000.000,1326370500.000,36538464000.000,10610964000.000,36538464.000,10610964.000,36538.464,10610.964,8734146,214722,458706690,467295842,600320289965,0,"10:42"
644,5497697732,1360317931,4137379801,75.257,9134616.000,2670402.500,38000002560.000,11108874400.000,680158965500,4567308000.000,1335201250.000,36538464000.000,10681610000.000,36538464.000,10681610.000,36538.464,10681.610,8728827,214722,458706690,467295842,602320290565,0,"10:44"
646,5515966964,1365736429,4150230535,75.240,9134616.000,2709249.000,38000002560.000,11270475840.000,682868214500,4567308000.000,1354624500.000,36538464000.000,10836996000.000,36538464.000,10836996.000,36538.464,10836.996,8723060,214722,458706690,467295842,604320290560,0,"10:46"
648,5534236196,1371047658,4163188538,75.226,9134616.000,2655614.500,38000002560.000,11047356320.000,685523829000,4567308000.000,1327807250.000,36538464000.000,10622458000.000,36538464.000,10622458.000,36538.464,10622.458,8718177,214722,458706690,467295842,606320289960,0,"10:48"
650,5552505424,1376424614,4176080810,75.211,9134614.000,2688478.000,37999994240.000,11184068480.000,688212307000,4567307000.000,1344239000.000,36538456000.000,10753912000.000,36538456.000,10753912.000,36538.456,10753.912,8712757,214722,458706690,467295842,608320286012,0,"10:50"
652,5570774656,1381862456,4188912200,75.194,9134616.000,2718921.000,38000002560.000,11310711360.000,690931228000,4567308000.000,1359460500.000,36538464000.000,10875684000.000,36538464.000,10875684.000,36538.464,10875.684,8706996,214722,458706690,467295842,610320290487,0,"10:52"
654,5589043888,1387257566,4201786322,75.179,9134616.000,2697555.000,38000002560.000,11221828800.000,693628783000,4567308000.000,1348777500.000,36538464000.000,10790220000.000,36538464.000,10790220.000,36538.464,10790.220,8701547,214722,458706690,467295842,612320289980,0,"10:54"
656,5607313120,1392649369,4214663751,75.164,9134616.000,2695901.500,38000002560.000,11214950240.000,696324684500,4567308000.000,1347950750.000,36538464000.000,10783606000.000,36538464.000,10783606.000,36538.464,10783.606,8696176,214722,458706690,467295842,614320290010,0,"10:56"
658,5625582352,1398029563,4227552789,75.149,9134616.000,2690097.000,38000002560.000,11190803520.000,699014781500,4567308000.000,1345048500.000,36538464000.000,10760388000.000,36538464.000,10760388.000,36538.464,10760.388,8690905,214722,458706690,467295842,616320289885,0,"10:58"
660,5643851580,1403466409,4240385171,75.133,9134614.000,2718423.000,37999994240.000,11308639680.000,701733204500,4567307000.000,1359211500.000,36538456000.000,10873692000.000,36538456.000,10873692.000,36538.456,10873.692,8685324,214722,458706690,467295842,618320289765,0,"11:00"
662,5662120812,1408899778,4253221034,75.117,9134616.000,2716684.500,38000002560.000,11301407520.000,704449889000,4567308000.000,1358342250.000,36538464000.000,10866738000.000,36538464.000,10866738.000,36538.464,10866.738,8679807,214722,458706690,467295842,620320290377,0,"11:02"
664,5680390044,1414285366,4266104678,75.102,9134616.000,2692794.000,38000002560.000,11202023040.000,707142683000,4567308000.000,1346397000.000,36538464000.000,10771176000.000,36538464.000,10771176.000,36538.464,10771.176,8674625,214722,458706690,467295842,622320289942,0,"11:04"
666,5698659276,1419621820,4279037456,75.088,9134616.000,2668227.000,38000002560.000,11099824320.000,709810910000,4567308000.000,1334113500.000,36538464000.000,10672908000.000,36538464.000,10672908.000,36538.464,10672.908,8669784,214722,458706690,467295842,624320290312,0,"11:06"
668,5716928508,1424947049,4291981459,75.075,9134616.000,2662614.500,38000002560.000,11076476320.000,712473524500,4567308000.000,1331307250.000,36538464000.000,10650458000.000,36538464.000,10650458.000,36538.464,10650.458,8665043,214722,458706690,467295842,626320290205,0,"11:08"
670,5735197736,1430402744,4304794992,75.059,9134614.000,2727847.500,37999994240.000,11347845600.000,715201372000,4567307000.000,1363923750.000,36538456000.000,10911390000.000,36538456.000,10911390.000,36538.456,10911.390,8659550,214722,458706690,467295842,628320290202,0,"11:10"
672,5753466968,1435558030,4317908938,75.049,9134616.000,2577643.000,38000002560.000,10722994880.000,717779015000,4567308000.000,1288821500.000,36538464000.000,10310572000.000,36538464.000,10310572.000,36538.464,10310.572,8656012,214722,458706690,467295842,630320290097,0,"11:12"
674,5771736200,1440976527,4330759673,75.034,9134616.000,2709248.500,38000002560.000,11270473760.000,720488263500,4567308000.000,1354624250.000,36538464000.000,10836994000.000,36538464.000,10836994.000,36538.464,10836.994,8650830,214722,458706690,467295842,632320290280,0,"11:14"
676,5790005432,1446298680,4343706752,75.021,9134616.000,2661076.500,38000002560.000,11070078240.000,723149340000,4567308000.000,1330538250.000,36538464000.000,10644306000.000,36538464.000,10644306.000,36538.464,10644.306,8646251,214722,458706690,467295842,634320289937,0,"11:16"
678,5808274664,1451701446,4356573218,75.006,9134616.000,2701383.000,38000002560.000,11237753280.000,725850723000,4567308000.000,1350691500.000,36538464000.000,10805532000.000,36538464.000,10805532.000,36538.464,10805.532,8641224,214722,458706690,467295842,636320290367,0,"11:18"
680,5826543892,1457107901,4369435991,74.992,9134614.000,2703227.500,37999994240.000,11245426400.000,728553950500,4567307000.000,1351613750.000,36538456000.000,10812910000.000,36538456.000,10812910.000,36538.456,10812.910,8636213,214722,458706690,467295842,638320290202,0,"11:20"
682,5844813124,1462498037,4382315087,74.978,9134616.000,2695068.000,38000002560.000,11211482880.000,731249018500,4567308000.000,1347534000.000,36538464000.000,10780272000.000,36538464.000,10780272.000,36538.464,10780.272,8631334,214722,458706690,467295842,640320290512,0,"11:22"
684,5863082356,1467877918,4395204438,74.964,9134616.000,2689940.500,38000002560.000,11190152480.000,733938959000,4567308000.000,1344970250.000,36538464000.000,10759762000.000,36538464.000,10759762.000,36538.464,10759.762,8626549,214722,458706690,467295842,642320290067,0,"11:24"
686,5881351588,1473242265,4408109323,74.951,9134616.000,2682173.500,38000002560.000,11157841760.000,736621132500,4567308000.000,1341086750.000,36538464000.000,10728694000.000,36538464.000,10728694.000,36538.464,10728.694,8621899,214722,458706690,467295842,644320290415,0,"11:26"
688,5899620820,1478745710,4420875110,74.935,9134616.000,2751722.500,38000002560.000,11447165600.000,739372855000,4567308000.000,1375861250.000,36538464000.000,11006890000.000,36538464.000,11006890.000,36538.464,11006.890,8616466,214722,458706690,467295842,646320290515,0,"11:28"
690,5917890048,1484077197,4433812851,74.922,9134614.000,2665743.500,37999994240.000,11089492960.000,742038598500,4567307000.000,1332871750.000,36538456000.000,10662974000.000,36538456.000,10662974.000,36538.456,10662.974,8612070,214722,458706690,467295842,648320290295,0,"11:30"
692,5936159280,1489531540,4446627740,74.907,9134616.000,2727171.500,38000002560.000,11345033440.000,744765770000,4567308000.000,1363585750.000,36538464000.000,10908686000.000,36538464.000,10908686.000,36538.464,10908.686,8606997,214722,458706690,467295842,650320290312,0,"11:32"
694,5954428512,1494893196,4459535316,74.894,9134616.000,2680828.000,38000002560.000,11152244480.000,747446598000,4567308000.000,1340414000.000,36538464000.000,10723312000.000,36538464.000,10723312.000,36538.464,10723.312,8602494,214722,458706690,467295842,652320290562,0,"11:34"
696,5972697744,1500258368,4472439376,74.881,9134616.000,2682586.000,38000002560.000,11159557760.000,750129184000,4567308000.000,1341293000.000,36538464000.000,10730344000.000,36538464.000,10730344.000,36538.464,10730.344,8598003,214722,458706690,467295842,654320290395,0,"11:36"
698,5990966976,1505618141,4485348835,74.869,9134616.000,2679886.500,38000002560.000,11148327840.000,752809070500,4567308000.000,1339943250.000,36538464000.000,10719546000.000,36538464.000,10719546.000,36538.464,10719.546,8593575,214722,458706690,467295842,656320288402,0,"11:38"
700,6009236204,1511010377,4498225827,74.855,9134614.000,2696118.000,37999994240.000,11215850880.000,755505188500,4567307000.000,1348059000.000,36538456000.000,10784472000.000,36538456.000,10784472.000,36538.456,10784.472,8588993,214722,458706690,467295842,658320290510,0,"11:40"
702,6027505436,1516505347,4511000089,74.840,9134616.000,2747485.000,38000002560.000,11429537600.000,758252673500,4567308000.000,1373742500.000,36538464000.000,10989940000.000,36538464.000,10989940.000,36538.464,10989.940,8583864,214722,458706690,467295842,660320290550,0,"11:42"
704,6045774668,1521977501,4523797167,74.826,9134616.000,2736077.000,38000002560.000,11382080320.000,760988750500,4567308000.000,1368038500.000,36538464000.000,10944308000.000,36538464.000,10944308.000,36538.464,10944.308,8578902,214722,458706690,467295842,662320290520,0,"11:44"
706,6064043900,1527346054,4536697846,74.813,9134616.000,2684276.500,38000002560.000,11166590240.000,763673027000,4567308000.000,1342138250.000,36538464000.000,10737106000.000,36538464.000,10737106.000,36538.464,10737.106,8574552,214722,458706690,467295842,664320290275,0,"11:46"
708,6082313132,1532722277,4549590855,74.800,9134616.000,2688111.500,38000002560.000,11182543840.000,766361138500,4567308000.000,1344055750.000,36538464000.000,10752446000.000,36538464.000,10752446.000,36538.464,10752.446,8570193,214722,458706690,467295842,666320290490,0,"11:48"
710,6100582360,1538029286,4562553074,74.789,9134614.000,2653504.500,37999994240.000,11038578720.000,769014643000,4567307000.000,1326752250.000,36538456000.000,10614018000.000,36538456.000,10614018.000,36538.456,10614.018,8566251,214722,458706690,467295842,668320290347,0,"11:50"
712,6118851592,1543408003,4575443589,74.776,9134616.000,2689358.500,38000002560.000,11187731360.000,771704001500,4567308000.000,1344679250.000,36538464000.000,10757434000.000,36538464.000,10757434.000,36538.464,10757.434,8561936,214722,458706690,467295842,670320290280,0,"11:52"
714,6137120824,1548785644,4588335180,74.764,9134616.000,2688820.500,38000002560.000,11185493280.000,774392822000,4567308000.000,1344410250.000,36538464000.000,10755282000.000,36538464.000,10755282.000,36538.464,10755.282,8557659,214722,458706690,467295842,672320289872,0,"11:54"
716,6155390056,1554104428,4601285628,74.752,9134616.000,2659392.000,38000002560.000,11063070720.000,777052214000,4567308000.000,1329696000.000,36538464000.000,10637568000.000,36538464.000,10637568.000,36538.464,10637.568,8553731,214722,458706690,467295842,674320290187,0,"11:56"
718,6173659288,1559392803,4614266485,74.741,9134616.000,2644187.500,38000002560.000,10999820000.000,779696401500,4567308000.000,1322093750.000,36538464000.000,10576750000.000,36538464.000,10576750.000,36538.464,10576.750,8550002,214722,458706690,467295842,676320290497,0,"11:58"
720,6191928516,1564764844,4627163672,74.729,9134614.000,2686020.500,37999994240.000,11173845280.000,782382422000,4567307000.000,1343010250.000,36538456000.000,10744082000.000,36538456.000,10744082.000,36538.456,10744.082,8545839,214722,458706690,467295842,678320289647,0,"12:00"
722,6210197748,1570143522,4640054226,74.717,9134616.000,2689339.000,38000002560.000,11187650240.000,785071761000,4567308000.000,1344669500.000,36538464000.000,10757356000.000,36538464.000,10757356.000,36538.464,10757.356,8541668,214722,458706690,467295842,680320290087,0,"12:02"
724,6228466980,1575500105,4652966875,74.705,9134616.000,2678291.500,38000002560.000,11141692640.000,787750052500,4567308000.000,1339145750.000,36538464000.000,10713166000.000,36538464.000,10713166.000,36538.464,10713.166,8537646,214722,458706690,467295842,682320290092,0,"12:04"
726,6246736212,1580817267,4665918945,74.694,9134616.000,2658581.000,38000002560.000,11059696960.000,790408633500,4567308000.000,1329290500.000,36538464000.000,10634324000.000,36538464.000,10634324.000,36538.464,10634.324,8533946,214722,458706690,467295842,684320290332,0,"12:06"
728,6265005444,1586159175,4678846269,74.682,9134616.000,2670954.000,38000002560.000,11111168640.000,793079587500,4567308000.000,1335477000.000,36538464000.000,10683816000.000,36538464.000,10683816.000,36538.464,10683.816,8530056,214722,458706690,467295842,686320290545,0,"12:08"
730,6283274672,1591540090,4691734582,74.670,9134614.000,2690457.500,37999994240.000,11192303200.000,795770045000,4567307000.000,1345228750.000,36538456000.000,10761830000.000,36538456.000,10761830.000,36538.456,10761.830,8525982,214722,458706690,467295842,688320290410,0,"12:10"
732,6301543904,1596951735,4704592169,74.658,9134616.000,2705822.500,38000002560.000,11256221600.000,798475867500,4567308000.000,1352911250.000,36538464000.000,10823290000.000,36538464.000,10823290.000,36538.464,10823.290,8521773,214722,458706690,467295842,690320290590,0,"12:12"
734,6319813136,1602326807,4717486329,74.646,9134616.000,2687536.000,38000002560.000,11180149760.000,801163403500,4567308000.000,1343768000.000,36538464000.000,10750144000.000,36538464.000,10750144.000,36538.464,10750.144,8517791,214722,458706690,467295842,692320290520,0,"12:14"
736,6338082368,1607632922,4730449446,74.635,9134616.000,2653057.500,38000002560.000,11036719200.000,803816461000,4567308000.000,1326528750.000,36538464000.000,10612230000.000,36538464.000,10612230.000,36538.464,10612.230,8514195,214722,458706690,467295842,694320290302,0,"12:16"
738,6356351600,1612938326,4743413274,74.625,9134616.000,2652702.000,38000002560.000,11035240320.000,806469163000,4567308000.000,1326351000.000,36538464000.000,10610808000.000,36538464.000,10610808.000,36538.464,10610.808,8511003,214722,458706690,467295842,696320290147,0,"12:18"
740,6374620828,1618142896,4756477932,74.616,9134614.000,2602285.000,37999994240.000,10825505600.000,809071448000,4567307000.000,1301142500.000,36538456000.000,10409140000.000,36538456.000,10409140.000,36538.456,10409.140,8508373,214722,458706690,467295842,698320290530,0,"12:20"
742,6392890060,1623501358,4769388702,74.605,9134616.000,2679231.000,38000002560.000,11145600960.000,811750679000,4567308000.000,1339615500.000,36538464000.000,10716924000.000,36538464.000,10716924.000,36538.464,10716.924,8504570,214722,458706690,467295842,700320290192,0,"12:22"
744,6411159292,1628874100,4782285192,74.593,9134616.000,2686371.000,38000002560.000,11175303360.000,814437050000,4567308000.000,1343185500.000,36538464000.000,10745484000.000,36538464.000,10745484.000,36538.464,10745.484,8500883,214722,458706690,467295842,702320290155,0,"12:24"
746,6429428524,1634285929,4795142595,74.581,9134616.000,2705914.500,38000002560.000,11256604320.000,817142964500,4567308000.000,1352957250.000,36538464000.000,10823658000.000,36538464.000,10823658.000,36538.464,10823.658,8496851,214722,458706690,467295842,704320290060,0,"12:26"
748,6447697756,1639776186,4807921570,74.568,9134616.000,2745128.500,38000002560.000,11419734560.000,819888093000,4567308000.000,1372564250.000,36538464000.000,10980514000.000,36538464.000,10980514.000,36538.464,10980.514,8492438,214722,458706690,467295842,706320290545,0,"12:28"
750,6465966984,1645179090,4820787894,74.556,9134614.000,2701452.000,37999994240.000,11238040320.000,822589545000,4567307000.000,1350726000.000,36538456000.000,10805808000.000,36538456.000,10805808.000,36538.456,10805.808,8488509,214722,458706690,467295842,708320290382,0,"12:30"
752,6484236216,1650599290,4833636926,74.544,9134616.000,2710100.000,38000002560.000,11274016000.000,825299645000,4567308000.000,1355050000.000,36538464000.000,10840400000.000,36538464.000,10840400.000,36538.464,10840.400,8484515,214722,458706690,467295842,710320290032,0,"12:32"
754,6502505448,1656034066,4846471382,74.532,9134616.000,2717388.000,38000002560.000,11304334080.000,828017033000,4567308000.000,1358694000.000,36538464000.000,10869552000.000,36538464.000,10869552.000,36538.464,10869.552,8480464,214722,458706690,467295842,712320289812,0,"12:34"
756,6520774680,1661446904,4859327776,74.521,9134616.000,2706419.000,38000002560.000,11258703040.000,830723452000,4567308000.000,1353209500.000,36538464000.000,10825676000.000,36538464.000,10825676.000,36538.464,10825.676,8476567,214722,458706690,467295842,714320290547,0,"12:36"
758,6539043912,1666853198,4872190714,74.509,9134616.000,2703147.000,38000002560.000,11245091520.000,833426599000,4567308000.000,1351573500.000,36538464000.000,10812588000.000,36538464.000,10812588.000,36538.464,10812.588,8472718,214722,458706690,467295842,716320290567,0,"12:38"
760,6557313140,1672365292,4884947848,74.496,9134614.000,2756047.000,37999994240.000,11465155520.000,836182646000,4567307000.000,1378023500.000,36538456000.000,11024188000.000,36538456.000,11024188.000,36538.456,11024.188,8468364,214722,458706690,467295842,718320289922,0,"12:40"
762,6575582372,1677844622,4897737750,74.484,9134616.000,2739665.000,38000002560.000,11397006400.000,838922311000,4567308000.000,1369832500.000,36538464000.000,10958660000.000,36538464.000,10958660.000,36538.464,10958.660,8464201,214722,458706690,467295842,720320290177,0,"12:42"
764,6593851604,1683285032,4910566572,74.472,9134616.000,2720205.000,38000002560.000,11316052800.000,841642516000,4567308000.000,1360102500.000,36538464000.000,10880820000.000,36538464.000,10880820.000,36538.464,10880.820,8460262,214722,458706690,467295842,722320289825,0,"12:44"
766,6612120836,1688707396,4923413440,74.460,9134616.000,2711182.000,38000002560.000,11278517120.000,844353698000,4567308000.000,1355591000.000,36538464000.000,10844728000.000,36538464.000,10844728.000,36538.464,10844.728,8456435,214722,458706690,467295842,724320290375,0,"12:46"
768,6630390068,1694094652,4936295416,74.450,9134616.000,2693628.000,38000002560.000,11205492480.000,847047326000,4567308000.000,1346814000.000,36538464000.000,10774512000.000,36538464.000,10774512.000,36538.464,10774.512,8452812,214722,458706690,467295842,726320290470,0,"12:48"
770,6648659296,1699507368,4949151928,74.438,9134614.000,2706358.000,37999994240.000,11258449280.000,849753684000,4567307000.000,1353179000.000,36538456000.000,10825432000.000,36538456.000,10825432.000,36538.456,10825.432,8449082,214722,458706690,467295842,728320290357,0,"12:50"
772,6666928528,1704936872,4961991656,74.427,9134616.000,2714752.000,38000002560.000,11293368320.000,852468436000,4567308000.000,1357376000.000,36538464000.000,10859008000.000,36538464.000,10859008.000,36538.464,10859.008,8445296,214722,458706690,467295842,730320290392,0,"12:52"
774,6685197760,1710425277,4974772483,74.415,9134616.000,2744202.500,38000002560.000,11415882400.000,855212638500,4567308000.000,1372101250.000,36538464000.000,10976810000.000,36538464.000,10976810.000,36538.464,10976.810,8441243,214722,458706690,467295842,732320290275,0,"12:54"
776,6703466992,1715920953,4987546039,74.402,9134616.000,2747838.000,38000002560.000,11431006080.000,857960476500,4567308000.000,1373919000.000,36538464000.000,10991352000.000,36538464.000,10991352.000,36538.464,10991.352,8437178,214722,458706690,467295842,734320290437,0,"12:56"
778,6721736224,1721351443,5000384781,74.391,9134616.000,2715245.000,38000002560.000,11295419200.000,860675721500,4567308000.000,1357622500.000,36538464000.000,10860980000.000,36538464.000,10860980.000,36538.464,10860.980,8433458,214722,458706690,467295842,736320290497,0,"12:58"
780,6740005452,1726809400,5013196052,74.380,9134614.000,2728978.500,37999994240.000,11352550560.000,863404700000,4567307000.000,1364489250.000,36538456000.000,10915914000.000,36538456.000,10915914.000,36538.456,10915.914,8429630,214722,458706690,467295842,738320290445,0,"13:00"
782,6758274684,1732303948,5025970736,74.368,9134616.000,2747274.000,38000002560.000,11428659840.000,866151974000,4567308000.000,1373637000.000,36538464000.000,10989096000.000,36538464.000,10989096.000,36538.464,10989.096,8425644,214722,458706690,467295842,740320290275,0,"13:02"
784,6776543916,1737729404,5038814512,74.357,9134616.000,2712728.000,38000002560.000,11284948480.000,868864702000,4567308000.000,1356364000.000,36538464000.000,10850912000.000,36538464.000,10850912.000,36538.464,10850.912,8422022,214722,458706690,467295842,742320289917,0,"13:04"
786,6794813148,1743229980,5051583168,74.345,9134616.000,2750288.000,38000002560.000,11441198080.000,871614990000,4567308000.000,1375144000.000,36538464000.000,11001152000.000,36538464.000,11001152.000,36538.464,11001.152,8418059,214722,458706690,467295842,744320290382,0,"13:06"
788,6813082376,1748673239,5064409137,74.334,9134614.000,2721629.500,37999994240.000,11321978720.000,874336619500,4567307000.000,1360814750.000,36538456000.000,10886518000.000,36538456.000,10886518.000,36538.456,10886.518,8414395,214722,458706690,467295842,746320290520,0,"13:08"
790,6831351608,1754094823,5077256785,74.323,9134616.000,2710792.000,38000002560.000,11276894720.000,877047411500,4567308000.000,1355396000.000,36538464000.000,10843168000.000,36538464.000,10843168.000,36538.464,10843.168,8410858,214722,458706690,467295842,748320290517,0,"13:10"
792,6849620840,1759518508,5090102332,74.312,9134616.000,2711842.500,38000002560.000,11281264800.000,879759254000,4567308000.000,1355921250.000,36538464000.000,10847370000.000,36538464.000,10847370.000,36538.464,10847.370,8407332,214722,458706690,467295842,750320290445,0,"13:12"
794,6867890072,1765010665,5102879407,74.301,9134616.000,2746078.500,38000002560.000,11423686560.000,882505332500,4567308000.000,1373039250.000,36538464000.000,10984314000.000,36538464.000,10984314.000,36538.464,10984.314,8403507,214722,458706690,467295842,752320290355,0,"13:14"
796,6886159304,1770432199,5115727105,74.290,9134616.000,2710767.000,38000002560.000,11276790720.000,885216099500,4567308000.000,1355383500.000,36538464000.000,10843068000.000,36538464.000,10843068.000,36538.464,10843.068,8400036,214722,458706690,467295842,754320290380,0,"13:16"
798,6904428532,1775910439,5128518093,74.279,9134614.000,2739120.000,37999994240.000,11394739200.000,887955219500,4567307000.000,1369560000.000,36538456000.000,10956480000.000,36538456.000,10956480.000,36538.456,10956.480,8396382,214722,458706690,467295842,756320290052,0,"13:18"
